Source,Target,Lag,Lag_min,Val_corr,P_value,HH_ID
BreathRate,Temperature,3,30,-0.0083,0.0377,A0018
Humidity,Temperature,3,30,-0.0376,0.0003,A0018
CO2,Temperature,3,30,-0.0394,0.0125,A0018
TVOC,Temperature,3,30,-0.0227,0.0458,A0018
Activity_IR,Temperature,4,40,-0.0463,0.0194,A0018
HeartRate,Temperature,4,40,-0.0213,0.0,A0018
BreathRate,Temperature,4,40,0.0038,0.0215,A0018
StressIndex,Temperature,4,40,0.0111,0.0212,A0018
Temperature,Temperature,4,40,-0.0328,0.0146,A0018
Humidity,Temperature,4,40,-0.0051,0.04,A0018
CO2,Temperature,4,40,-0.0124,0.0334,A0018
TVOC,Temperature,4,40,-0.0072,0.0267,A0018
BreathRate,Temperature,5,50,-0.0016,0.0168,A0018
StressIndex,Temperature,5,50,-0.0134,0.0016,A0018
Temperature,Temperature,5,50,-0.0026,0.0338,A0018
Humidity,Temperature,5,50,-0.0278,0.0267,A0018
CO2,Temperature,5,50,-0.0322,0.0084,A0018
TVOC,Temperature,5,50,-0.0254,0.0051,A0018
Risk_bin,Temperature,5,50,-0.023,0.0117,A0018
StressIndex,Temperature,6,60,-0.0248,0.0083,A0018
Temperature,Temperature,6,60,0.0264,0.0011,A0018
Activity_IR,Activity_IR,1,10,0.4878,0.0,A0019
HeartRate,Activity_IR,1,10,0.0427,0.0072,A0019
Temperature,Activity_IR,1,10,0.0726,0.0,A0019
CO2,Activity_IR,1,10,0.0217,0.0279,A0019
Risk_bin,Activity_IR,1,10,-0.0721,0.0208,A0019
Temperature,Activity_IR,2,20,0.0501,0.0479,A0019
Activity_IR,Activity_IR,3,30,0.0699,0.0001,A0019
HeartRate,Activity_IR,3,30,0.031,0.0036,A0019
Temperature,Activity_IR,3,30,0.0416,0.0239,A0019
Temperature,Activity_IR,4,40,0.0532,0.016,A0019
Activity_IR,Activity_IR,5,50,0.063,0.0,A0019
StressIndex,Activity_IR,5,50,-0.02,0.025,A0019
Activity_IR,Activity_IR,6,60,0.0097,0.0101,A0019
HeartRate,Activity_IR,6,60,0.0821,0.0,A0019
BreathRate,Activity_IR,6,60,0.0239,0.0024,A0019
Temperature,Activity_IR,6,60,0.0458,0.0007,A0019
Activity_IR,BreathRate,1,10,-0.0102,0.0145,A0019
HeartRate,BreathRate,1,10,0.0563,0.0097,A0019
BreathRate,BreathRate,1,10,0.3176,0.0,A0019
Temperature,BreathRate,1,10,-0.0575,0.0363,A0019
Risk_bin,BreathRate,1,10,-0.0695,0.0024,A0019
HeartRate,BreathRate,2,20,0.0728,0.0026,A0019
BreathRate,BreathRate,2,20,0.1041,0.0,A0019
Humidity,BreathRate,2,20,-0.0532,0.0283,A0019
Temperature,BreathRate,3,30,0.0543,0.0442,A0019
BreathRate,BreathRate,4,40,-0.0259,0.0051,A0019
Risk_bin,BreathRate,4,40,0.0377,0.0083,A0019
HeartRate,BreathRate,5,50,0.0316,0.0054,A0019
BreathRate,BreathRate,5,50,0.0495,0.005,A0019
Activity_IR,BreathRate,6,60,-0.0177,0.0183,A0019
Temperature,BreathRate,6,60,-0.0198,0.0277,A0019
Humidity,CO2,1,10,0.0085,0.042,A0019
CO2,CO2,1,10,0.0376,0.0247,A0019
BreathRate,CO2,2,20,-0.0471,0.0079,A0019
CO2,CO2,2,20,0.0225,0.011,A0019
Temperature,CO2,3,30,0.0193,0.0286,A0019
HeartRate,CO2,5,50,-0.0232,0.0008,A0019
BreathRate,CO2,5,50,-0.0339,0.041,A0019
Temperature,CO2,5,50,-0.0371,0.0277,A0019
BreathRate,CO2,6,60,0.0176,0.0215,A0019
CO2,CO2,6,60,-0.0284,0.029,A0019
TVOC,CO2,6,60,-0.0261,0.0374,A0019
Risk_bin,CO2,6,60,-0.0464,0.0,A0019
HeartRate,HeartRate,1,10,0.5278,0.0,A0019
Activity_IR,HeartRate,2,20,0.0662,0.0002,A0019
HeartRate,HeartRate,2,20,0.1366,0.0,A0019
HeartRate,HeartRate,3,30,0.0626,0.0074,A0019
Activity_IR,HeartRate,4,40,-0.0333,0.0367,A0019
HeartRate,HeartRate,4,40,0.0481,0.0122,A0019
Humidity,HeartRate,4,40,0.0375,0.0346,A0019
Risk_bin,HeartRate,4,40,0.0427,0.0183,A0019
Activity_IR,HeartRate,5,50,0.0058,0.002,A0019
StressIndex,HeartRate,5,50,-0.0135,0.0002,A0019
Humidity,HeartRate,5,50,-0.014,0.0129,A0019
Risk_bin,HeartRate,5,50,-0.0385,0.0283,A0019
Activity_IR,HeartRate,6,60,-0.0605,0.0146,A0019
HeartRate,HeartRate,6,60,0.0444,0.0096,A0019
Risk_bin,HeartRate,6,60,-0.0162,0.0064,A0019
Humidity,Humidity,1,10,0.7368,0.0,A0019
CO2,Humidity,1,10,0.0696,0.0008,A0019
TVOC,Humidity,1,10,0.0476,0.0,A0019
Activity_IR,Humidity,2,20,0.0114,0.0011,A0019
Humidity,Humidity,2,20,-0.1277,0.0,A0019
CO2,Humidity,2,20,-0.0743,0.004,A0019
TVOC,Humidity,2,20,0.0011,0.0,A0019
Temperature,Humidity,3,30,-0.0674,0.0034,A0019
CO2,Humidity,3,30,-0.0751,0.001,A0019
TVOC,Humidity,3,30,-0.046,0.0023,A0019
Activity_IR,Humidity,4,40,0.0675,0.0008,A0019
TVOC,Humidity,4,40,-0.0455,0.0004,A0019
Activity_IR,Humidity,5,50,-0.0401,0.0301,A0019
HeartRate,Humidity,5,50,0.0218,0.0295,A0019
Activity_IR,Humidity,6,60,-0.0193,0.0214,A0019
Risk_bin,Humidity,6,60,-0.0193,0.0144,A0019
Risk_bin,Risk_bin,1,10,0.3708,0.0,A0019
Risk_bin,Risk_bin,2,20,0.2239,0.0,A0019
StressIndex,Risk_bin,3,30,0.0169,0.0499,A0019
Risk_bin,Risk_bin,3,30,0.0505,0.0001,A0019
StressIndex,Risk_bin,4,40,-0.0625,0.0031,A0019
Risk_bin,Risk_bin,4,40,0.0774,0.0,A0019
StressIndex,Risk_bin,5,50,0.0403,0.0068,A0019
TVOC,Risk_bin,5,50,0.0251,0.0378,A0019
CO2,Risk_bin,6,60,0.035,0.0411,A0019
TVOC,Risk_bin,6,60,0.0318,0.0053,A0019
HeartRate,StressIndex,1,10,-0.0773,0.0038,A0019
BreathRate,StressIndex,1,10,-0.021,0.008,A0019
StressIndex,StressIndex,1,10,0.221,0.0,A0019
CO2,StressIndex,1,10,0.0254,0.0242,A0019
TVOC,StressIndex,1,10,-0.0223,0.0476,A0019
Risk_bin,StressIndex,1,10,-0.0272,0.0131,A0019
BreathRate,StressIndex,2,20,0.0476,0.0029,A0019
StressIndex,StressIndex,2,20,0.1327,0.0,A0019
BreathRate,StressIndex,3,30,0.0067,0.0108,A0019
StressIndex,StressIndex,3,30,0.0888,0.0027,A0019
CO2,StressIndex,3,30,-0.0384,0.0266,A0019
Humidity,StressIndex,4,40,-0.0483,0.0463,A0019
StressIndex,StressIndex,5,50,0.0936,0.0004,A0019
HeartRate,StressIndex,6,60,0.0076,0.0158,A0019
CO2,StressIndex,6,60,-0.018,0.0106,A0019
TVOC,StressIndex,6,60,-0.0194,0.0115,A0019
Risk_bin,StressIndex,6,60,-0.0328,0.0236,A0019
Activity_IR,TVOC,2,20,-0.016,0.045,A0019
BreathRate,TVOC,2,20,-0.0542,0.0084,A0019
CO2,TVOC,2,20,0.0119,0.0233,A0019
Activity_IR,TVOC,5,50,0.0053,0.0382,A0019
HeartRate,TVOC,5,50,-0.0228,0.0028,A0019
Temperature,TVOC,5,50,-0.0439,0.036,A0019
BreathRate,TVOC,6,60,0.0102,0.0312,A0019
Temperature,TVOC,6,60,-0.0252,0.0384,A0019
Risk_bin,TVOC,6,60,-0.0368,0.001,A0019
Activity_IR,Temperature,1,10,0.1393,0.0,A0019
HeartRate,Temperature,1,10,0.0773,0.0024,A0019
Temperature,Temperature,1,10,0.7934,0.0,A0019
Humidity,Temperature,1,10,0.1764,0.0,A0019
CO2,Temperature,1,10,0.1659,0.0,A0019
TVOC,Temperature,1,10,0.0271,0.0,A0019
Activity_IR,Temperature,2,20,-0.04,0.0248,A0019
BreathRate,Temperature,2,20,0.0115,0.0028,A0019
Temperature,Temperature,2,20,-0.1415,0.0,A0019
Humidity,Temperature,2,20,-0.0082,0.0365,A0019
TVOC,Temperature,2,20,-0.0058,0.0,A0019
Risk_bin,Temperature,2,20,-0.0349,0.0399,A0019
Humidity,Temperature,3,30,-0.0575,0.0008,A0019
CO2,Temperature,3,30,-0.0192,0.0118,A0019
Temperature,Temperature,4,40,-0.0662,0.0071,A0019
CO2,Temperature,4,40,-0.0374,0.0312,A0019
StressIndex,Temperature,5,50,-0.0257,0.0314,A0019
CO2,Temperature,6,60,-0.0355,0.0302,A0019
Activity_IR,Activity_IR,1,10,0.3772,0.0,A0022
BreathRate,Activity_IR,1,10,0.0264,0.0025,A0022
Temperature,Activity_IR,1,10,0.017,0.0289,A0022
Humidity,Activity_IR,1,10,0.0025,0.0288,A0022
Risk_bin,Activity_IR,1,10,-0.0554,0.0038,A0022
Activity_IR,Activity_IR,2,20,0.0149,0.0011,A0022
Temperature,Activity_IR,2,20,0.0243,0.0209,A0022
Humidity,Activity_IR,2,20,-0.0175,0.027,A0022
Risk_bin,Activity_IR,2,20,-0.0272,0.0179,A0022
Activity_IR,Activity_IR,3,30,0.0316,0.0129,A0022
StressIndex,Activity_IR,3,30,0.0302,0.0116,A0022
Temperature,Activity_IR,3,30,0.0268,0.0278,A0022
Activity_IR,Activity_IR,4,40,-0.0017,0.0367,A0022
StressIndex,Activity_IR,4,40,0.0197,0.0032,A0022
Temperature,Activity_IR,4,40,0.0156,0.036,A0022
Humidity,Activity_IR,4,40,-0.0022,0.0241,A0022
CO2,Activity_IR,4,40,-0.0272,0.0301,A0022
Activity_IR,Activity_IR,5,50,0.0229,0.0101,A0022
Humidity,Activity_IR,5,50,-0.0248,0.0483,A0022
CO2,Activity_IR,5,50,0.001,0.0313,A0022
TVOC,Activity_IR,5,50,0.0009,0.0146,A0022
Risk_bin,Activity_IR,5,50,-0.0392,0.0002,A0022
StressIndex,Activity_IR,6,60,-0.0007,0.0186,A0022
Temperature,Activity_IR,6,60,-0.0128,0.0147,A0022
Humidity,Activity_IR,6,60,-0.0125,0.0148,A0022
Activity_IR,BreathRate,1,10,0.0296,0.0404,A0022
HeartRate,BreathRate,1,10,0.0352,0.0014,A0022
BreathRate,BreathRate,1,10,0.4425,0.0,A0022
StressIndex,BreathRate,1,10,-0.0221,0.0247,A0022
Temperature,BreathRate,1,10,0.0121,0.0166,A0022
Risk_bin,BreathRate,1,10,-0.0342,0.0086,A0022
HeartRate,BreathRate,2,20,-0.0074,0.0079,A0022
BreathRate,BreathRate,2,20,0.1193,0.0,A0022
StressIndex,BreathRate,2,20,-0.0334,0.039,A0022
Temperature,BreathRate,2,20,0.0273,0.0276,A0022
Risk_bin,BreathRate,2,20,-0.0091,0.0088,A0022
HeartRate,BreathRate,3,30,0.0157,0.033,A0022
BreathRate,BreathRate,3,30,0.0823,0.0,A0022
Temperature,BreathRate,3,30,0.0047,0.0019,A0022
CO2,BreathRate,3,30,-0.0057,0.0496,A0022
Risk_bin,BreathRate,3,30,-0.0076,0.0493,A0022
HeartRate,BreathRate,4,40,0.019,0.0049,A0022
BreathRate,BreathRate,4,40,0.041,0.0199,A0022
Risk_bin,BreathRate,4,40,-0.0171,0.0322,A0022
BreathRate,BreathRate,5,50,-0.0299,0.0006,A0022
CO2,BreathRate,5,50,0.0213,0.0099,A0022
TVOC,BreathRate,5,50,0.0025,0.0134,A0022
Risk_bin,BreathRate,5,50,-0.0176,0.0007,A0022
Activity_IR,BreathRate,6,60,0.0247,0.0202,A0022
HeartRate,BreathRate,6,60,0.0245,0.0008,A0022
BreathRate,BreathRate,6,60,0.0066,0.0047,A0022
StressIndex,BreathRate,6,60,-0.0108,0.0485,A0022
Temperature,BreathRate,6,60,0.0229,0.0274,A0022
Risk_bin,BreathRate,6,60,0.0113,0.0427,A0022
Activity_IR,CO2,1,10,0.0809,0.0,A0022
HeartRate,CO2,1,10,-0.0014,0.0046,A0022
BreathRate,CO2,1,10,-0.0259,0.0283,A0022
Humidity,CO2,1,10,-0.0354,0.0046,A0022
CO2,CO2,1,10,0.0526,0.0,A0022
TVOC,CO2,1,10,-0.0463,0.0,A0022
Risk_bin,CO2,1,10,-0.0219,0.0447,A0022
HeartRate,CO2,2,20,-0.008,0.0042,A0022
StressIndex,CO2,2,20,0.0042,0.024,A0022
CO2,CO2,2,20,0.0109,0.0046,A0022
TVOC,CO2,2,20,-0.014,0.0095,A0022
Risk_bin,CO2,2,20,0.0168,0.0475,A0022
Activity_IR,CO2,3,30,0.0047,0.0176,A0022
CO2,CO2,3,30,0.0272,0.0317,A0022
Risk_bin,CO2,3,30,-0.005,0.0276,A0022
Activity_IR,CO2,4,40,-0.0057,0.028,A0022
Humidity,CO2,4,40,-0.022,0.0386,A0022
CO2,CO2,4,40,0.034,0.0067,A0022
TVOC,CO2,4,40,0.0193,0.0067,A0022
BreathRate,CO2,5,50,0.04,0.0085,A0022
CO2,CO2,5,50,0.0259,0.0022,A0022
TVOC,CO2,5,50,0.0424,0.003,A0022
HeartRate,CO2,6,60,0.0199,0.0491,A0022
BreathRate,CO2,6,60,-0.0094,0.0375,A0022
Humidity,CO2,6,60,-0.0144,0.0442,A0022
Activity_IR,HeartRate,1,10,0.0333,0.0018,A0022
HeartRate,HeartRate,1,10,0.479,0.0,A0022
StressIndex,HeartRate,1,10,0.009,0.0437,A0022
Humidity,HeartRate,1,10,-0.0445,0.0077,A0022
Risk_bin,HeartRate,1,10,-0.0507,0.0078,A0022
HeartRate,HeartRate,2,20,0.0777,0.0,A0022
BreathRate,HeartRate,2,20,0.017,0.0129,A0022
StressIndex,HeartRate,2,20,-0.0221,0.0215,A0022
Temperature,HeartRate,2,20,-0.0008,0.0263,A0022
Risk_bin,HeartRate,2,20,-0.0253,0.0088,A0022
Activity_IR,HeartRate,3,30,-0.0081,0.0427,A0022
HeartRate,HeartRate,3,30,0.0447,0.0045,A0022
BreathRate,HeartRate,3,30,0.0063,0.0333,A0022
Temperature,HeartRate,3,30,0.0008,0.0377,A0022
Humidity,HeartRate,3,30,0.0072,0.0079,A0022
CO2,HeartRate,3,30,-0.0255,0.0111,A0022
TVOC,HeartRate,3,30,-0.0279,0.0094,A0022
Risk_bin,HeartRate,3,30,-0.0088,0.0444,A0022
BreathRate,HeartRate,4,40,0.0312,0.0033,A0022
Humidity,HeartRate,4,40,0.0002,0.0119,A0022
Risk_bin,HeartRate,4,40,0.0312,0.0056,A0022
HeartRate,HeartRate,5,50,0.0216,0.0228,A0022
BreathRate,HeartRate,5,50,-0.0155,0.0228,A0022
StressIndex,HeartRate,5,50,-0.028,0.0215,A0022
Temperature,HeartRate,5,50,-0.0096,0.0218,A0022
Humidity,HeartRate,5,50,-0.0121,0.0239,A0022
Risk_bin,HeartRate,5,50,-0.0151,0.0201,A0022
Activity_IR,HeartRate,6,60,0.0135,0.0075,A0022
HeartRate,HeartRate,6,60,-0.0138,0.0004,A0022
Humidity,HeartRate,6,60,-0.0053,0.0025,A0022
Activity_IR,Humidity,1,10,-0.0965,0.0,A0022
StressIndex,Humidity,1,10,-0.0236,0.0126,A0022
Temperature,Humidity,1,10,-0.144,0.0,A0022
Humidity,Humidity,1,10,0.6887,0.0,A0022
CO2,Humidity,1,10,0.1234,0.0,A0022
TVOC,Humidity,1,10,0.0925,0.0,A0022
Risk_bin,Humidity,1,10,0.0058,0.0312,A0022
Activity_IR,Humidity,2,20,0.012,0.018,A0022
HeartRate,Humidity,2,20,-0.0143,0.0037,A0022
Temperature,Humidity,2,20,-0.0792,0.0,A0022
Humidity,Humidity,2,20,-0.018,0.0311,A0022
CO2,Humidity,2,20,0.0575,0.0001,A0022
TVOC,Humidity,2,20,0.0486,0.0001,A0022
Risk_bin,Humidity,2,20,0.0102,0.0433,A0022
HeartRate,Humidity,3,30,-0.0113,0.0124,A0022
BreathRate,Humidity,3,30,-0.0248,0.0314,A0022
StressIndex,Humidity,3,30,-0.0014,0.027,A0022
Temperature,Humidity,3,30,-0.0029,0.0093,A0022
Activity_IR,Humidity,4,40,-0.0041,0.022,A0022
StressIndex,Humidity,4,40,0.0066,0.0098,A0022
Temperature,Humidity,4,40,-0.0054,0.007,A0022
Activity_IR,Humidity,5,50,0.0122,0.0194,A0022
BreathRate,Humidity,5,50,-0.0309,0.0243,A0022
Temperature,Humidity,5,50,-0.0063,0.0356,A0022
Humidity,Humidity,5,50,-0.0003,0.0007,A0022
CO2,Humidity,5,50,0.0184,0.0305,A0022
HeartRate,Humidity,6,60,-0.0091,0.0452,A0022
BreathRate,Humidity,6,60,0.0233,0.0015,A0022
Activity_IR,Risk_bin,1,10,-0.0704,0.0009,A0022
BreathRate,Risk_bin,1,10,-0.0037,0.0058,A0022
Humidity,Risk_bin,1,10,0.0547,0.0094,A0022
Risk_bin,Risk_bin,1,10,0.4126,0.0,A0022
BreathRate,Risk_bin,2,20,-0.0229,0.0003,A0022
StressIndex,Risk_bin,2,20,-0.0111,0.0146,A0022
CO2,Risk_bin,2,20,-0.0187,0.0001,A0022
TVOC,Risk_bin,2,20,-0.0014,0.0,A0022
Risk_bin,Risk_bin,2,20,0.1256,0.0,A0022
Activity_IR,Risk_bin,3,30,-0.0138,0.0189,A0022
HeartRate,Risk_bin,3,30,0.0108,0.0498,A0022
BreathRate,Risk_bin,3,30,-0.0128,0.0003,A0022
StressIndex,Risk_bin,3,30,-0.0231,0.0142,A0022
Temperature,Risk_bin,3,30,0.0221,0.0205,A0022
CO2,Risk_bin,3,30,0.0031,0.0011,A0022
TVOC,Risk_bin,3,30,0.0123,0.0001,A0022
Risk_bin,Risk_bin,3,30,0.0673,0.0014,A0022
HeartRate,Risk_bin,4,40,-0.0309,0.0378,A0022
BreathRate,Risk_bin,4,40,-0.0076,0.0232,A0022
StressIndex,Risk_bin,4,40,-0.0284,0.0499,A0022
Activity_IR,Risk_bin,5,50,-0.0089,0.0459,A0022
BreathRate,Risk_bin,5,50,0.007,0.0036,A0022
CO2,Risk_bin,5,50,0.0154,0.0327,A0022
TVOC,Risk_bin,5,50,0.034,0.0,A0022
Risk_bin,Risk_bin,5,50,0.0097,0.0058,A0022
CO2,Risk_bin,6,60,0.0238,0.0013,A0022
TVOC,Risk_bin,6,60,0.0209,0.0,A0022
Risk_bin,Risk_bin,6,60,0.0294,0.0,A0022
BreathRate,StressIndex,1,10,-0.0484,0.0097,A0022
StressIndex,StressIndex,1,10,0.2334,0.0,A0022
CO2,StressIndex,1,10,0.0173,0.0045,A0022
TVOC,StressIndex,1,10,-0.0024,0.0035,A0022
Risk_bin,StressIndex,1,10,-0.0229,0.0151,A0022
StressIndex,StressIndex,2,20,0.1269,0.0,A0022
CO2,StressIndex,2,20,-0.0163,0.0154,A0022
TVOC,StressIndex,2,20,-0.0218,0.0059,A0022
HeartRate,StressIndex,3,30,-0.0171,0.0297,A0022
StressIndex,StressIndex,3,30,0.1218,0.0,A0022
CO2,StressIndex,3,30,-0.0281,0.0127,A0022
TVOC,StressIndex,3,30,-0.0128,0.0068,A0022
Activity_IR,StressIndex,4,40,-0.0231,0.0377,A0022
HeartRate,StressIndex,4,40,-0.0158,0.0186,A0022
BreathRate,StressIndex,4,40,-0.0085,0.0287,A0022
StressIndex,StressIndex,4,40,0.0548,0.0059,A0022
CO2,StressIndex,4,40,-0.0225,0.0185,A0022
TVOC,StressIndex,4,40,-0.0198,0.0207,A0022
StressIndex,StressIndex,5,50,0.0617,0.0056,A0022
Temperature,StressIndex,5,50,-0.0086,0.0296,A0022
Humidity,StressIndex,5,50,0.0218,0.0231,A0022
TVOC,StressIndex,5,50,-0.0026,0.0054,A0022
Risk_bin,StressIndex,5,50,-0.0034,0.0113,A0022
HeartRate,StressIndex,6,60,-0.0091,0.0221,A0022
StressIndex,StressIndex,6,60,0.0498,0.0014,A0022
Risk_bin,StressIndex,6,60,-0.0326,0.0004,A0022
Activity_IR,TVOC,1,10,0.0796,0.0,A0022
HeartRate,TVOC,1,10,0.0005,0.0081,A0022
StressIndex,TVOC,1,10,-0.0154,0.0058,A0022
Humidity,TVOC,1,10,-0.0293,0.0071,A0022
CO2,TVOC,1,10,0.026,0.0134,A0022
TVOC,TVOC,1,10,-0.0401,0.0,A0022
HeartRate,TVOC,2,20,-0.0114,0.0059,A0022
StressIndex,TVOC,2,20,0.0041,0.0101,A0022
CO2,TVOC,2,20,0.0102,0.0053,A0022
TVOC,TVOC,2,20,-0.0111,0.0212,A0022
Risk_bin,TVOC,2,20,0.0136,0.0315,A0022
Activity_IR,TVOC,3,30,0.0064,0.0359,A0022
CO2,TVOC,3,30,0.0288,0.0401,A0022
Risk_bin,TVOC,3,30,-0.0036,0.0439,A0022
Activity_IR,TVOC,4,40,-0.0035,0.044,A0022
HeartRate,TVOC,4,40,-0.0146,0.0408,A0022
Temperature,TVOC,4,40,-0.0092,0.044,A0022
CO2,TVOC,4,40,0.0183,0.004,A0022
TVOC,TVOC,4,40,0.0269,0.0033,A0022
BreathRate,TVOC,5,50,0.0348,0.0146,A0022
CO2,TVOC,5,50,0.0365,0.0013,A0022
TVOC,TVOC,5,50,0.0237,0.0018,A0022
Risk_bin,TVOC,5,50,-0.0034,0.0255,A0022
Activity_IR,Temperature,1,10,0.0795,0.0001,A0022
HeartRate,Temperature,1,10,0.0196,0.0156,A0022
BreathRate,Temperature,1,10,0.0335,0.0492,A0022
StressIndex,Temperature,1,10,0.0164,0.0077,A0022
Temperature,Temperature,1,10,0.8313,0.0,A0022
Humidity,Temperature,1,10,0.1042,0.0,A0022
CO2,Temperature,1,10,0.0288,0.0079,A0022
TVOC,Temperature,1,10,0.0294,0.0126,A0022
Risk_bin,Temperature,1,10,-0.0309,0.0093,A0022
Activity_IR,Temperature,2,20,-0.0961,0.0,A0022
Temperature,Temperature,2,20,-0.2919,0.0,A0022
Humidity,Temperature,2,20,0.0035,0.0026,A0022
CO2,Temperature,2,20,0.0282,0.0153,A0022
TVOC,Temperature,2,20,0.023,0.0008,A0022
Activity_IR,Temperature,3,30,-0.0238,0.0183,A0022
HeartRate,Temperature,3,30,0.0199,0.0132,A0022
BreathRate,Temperature,3,30,0.0039,0.0077,A0022
StressIndex,Temperature,3,30,-0.0058,0.0385,A0022
Temperature,Temperature,3,30,0.0227,0.0,A0022
Humidity,Temperature,3,30,-0.0018,0.0322,A0022
Activity_IR,Temperature,4,40,-0.0223,0.0209,A0022
StressIndex,Temperature,4,40,-0.0068,0.0224,A0022
Temperature,Temperature,4,40,-0.0263,0.0007,A0022
Humidity,Temperature,4,40,-0.0124,0.0497,A0022
CO2,Temperature,4,40,-0.0075,0.0451,A0022
Activity_IR,Temperature,5,50,-0.0141,0.0492,A0022
Temperature,Temperature,5,50,-0.0345,0.0016,A0022
Humidity,Temperature,5,50,0.016,0.0022,A0022
Activity_IR,Temperature,6,60,0.0382,0.018,A0022
HeartRate,Temperature,6,60,-0.0064,0.0176,A0022
Temperature,Temperature,6,60,0.0058,0.0243,A0022
Activity_IR,Activity_IR,1,10,0.4124,0.0,A0023
HeartRate,Activity_IR,1,10,-0.0123,0.0115,A0023
Temperature,Activity_IR,1,10,0.0026,0.0005,A0023
HeartRate,Activity_IR,2,20,-0.0095,0.0435,A0023
BreathRate,Activity_IR,2,20,-0.027,0.0045,A0023
Temperature,Activity_IR,2,20,0.0169,0.0043,A0023
Humidity,Activity_IR,2,20,-0.0933,0.0023,A0023
CO2,Activity_IR,2,20,0.0158,0.0205,A0023
TVOC,Activity_IR,2,20,0.0138,0.0247,A0023
Activity_IR,Activity_IR,3,30,-0.0386,0.0178,A0023
Humidity,Activity_IR,3,30,-0.0325,0.002,A0023
Risk_bin,Activity_IR,3,30,0.0148,0.0194,A0023
Activity_IR,Activity_IR,4,40,-0.0027,0.0481,A0023
HeartRate,Activity_IR,4,40,-0.0562,0.029,A0023
StressIndex,Activity_IR,4,40,0.0471,0.0457,A0023
Temperature,Activity_IR,4,40,0.0495,0.0153,A0023
Humidity,Activity_IR,4,40,0.0046,0.0095,A0023
CO2,Activity_IR,4,40,0.0234,0.0104,A0023
TVOC,Activity_IR,4,40,0.0276,0.0015,A0023
HeartRate,Activity_IR,5,50,0.0565,0.0221,A0023
StressIndex,Activity_IR,5,50,0.0397,0.0209,A0023
Humidity,Activity_IR,5,50,0.0423,0.0185,A0023
CO2,Activity_IR,5,50,0.0378,0.0,A0023
TVOC,Activity_IR,5,50,0.1054,0.0,A0023
HeartRate,Activity_IR,6,60,-0.0077,0.0221,A0023
BreathRate,Activity_IR,6,60,0.017,0.0008,A0023
Temperature,Activity_IR,6,60,-0.022,0.0025,A0023
Humidity,Activity_IR,6,60,0.0051,0.0388,A0023
CO2,Activity_IR,6,60,0.0528,0.0002,A0023
TVOC,Activity_IR,6,60,0.0072,0.0001,A0023
Risk_bin,Activity_IR,6,60,0.052,0.0002,A0023
HeartRate,BreathRate,1,10,0.0957,0.0054,A0023
BreathRate,BreathRate,1,10,0.4964,0.0,A0023
CO2,BreathRate,1,10,0.0276,0.0309,A0023
TVOC,BreathRate,1,10,0.02,0.0333,A0023
HeartRate,BreathRate,2,20,0.0555,0.0427,A0023
BreathRate,BreathRate,2,20,0.1118,0.0004,A0023
StressIndex,BreathRate,2,20,-0.0389,0.0,A0023
HeartRate,BreathRate,3,30,0.0816,0.0004,A0023
Humidity,BreathRate,3,30,-0.0285,0.0367,A0023
CO2,BreathRate,3,30,-0.0117,0.017,A0023
TVOC,BreathRate,3,30,-0.0107,0.0239,A0023
HeartRate,BreathRate,4,40,-0.0027,0.0484,A0023
Temperature,BreathRate,4,40,0.0289,0.0003,A0023
Humidity,BreathRate,4,40,0.0425,0.0009,A0023
Activity_IR,BreathRate,5,50,-0.0446,0.029,A0023
HeartRate,BreathRate,5,50,0.0141,0.0379,A0023
BreathRate,BreathRate,5,50,0.0365,0.0353,A0023
CO2,BreathRate,5,50,0.0019,0.0408,A0023
TVOC,BreathRate,5,50,0.0543,0.0499,A0023
Risk_bin,BreathRate,5,50,0.0628,0.0067,A0023
BreathRate,BreathRate,6,60,0.0026,0.02,A0023
Activity_IR,CO2,1,10,0.12,0.0001,A0023
Humidity,CO2,1,10,-0.0668,0.0003,A0023
CO2,CO2,1,10,-0.0468,0.0179,A0023
TVOC,CO2,1,10,-0.081,0.005,A0023
Risk_bin,CO2,1,10,0.0225,0.0162,A0023
Humidity,CO2,2,20,-0.0558,0.0074,A0023
CO2,CO2,2,20,-0.0243,0.0014,A0023
TVOC,CO2,2,20,-0.0288,0.0027,A0023
Risk_bin,CO2,2,20,-0.0518,0.015,A0023
HeartRate,CO2,3,30,-0.0123,0.0017,A0023
StressIndex,CO2,3,30,0.001,0.0151,A0023
Humidity,CO2,3,30,0.0008,0.0264,A0023
CO2,CO2,3,30,-0.0586,0.0003,A0023
BreathRate,CO2,4,40,-0.0495,0.0005,A0023
CO2,CO2,4,40,0.0051,0.0051,A0023
TVOC,CO2,4,40,0.0581,0.0043,A0023
Activity_IR,CO2,5,50,0.0096,0.0319,A0023
StressIndex,CO2,5,50,-0.0041,0.0329,A0023
CO2,CO2,5,50,0.0001,0.0119,A0023
TVOC,CO2,5,50,0.0471,0.0162,A0023
StressIndex,CO2,6,60,-0.0023,0.0035,A0023
Humidity,CO2,6,60,0.0105,0.0414,A0023
Risk_bin,CO2,6,60,0.0703,0.0062,A0023
Activity_IR,HeartRate,1,10,0.0581,0.0008,A0023
HeartRate,HeartRate,1,10,0.4548,0.0,A0023
BreathRate,HeartRate,1,10,0.0954,0.0092,A0023
Temperature,HeartRate,1,10,-0.0354,0.0025,A0023
